TAZ,id,Saudi_Male,Saudi_Fema,Total_Saud,Non_Saudi,Non_Saud_1,Total_Non_,Total_Pop,Area,sergios_data_TAZ_1,sergios_data_Saudi_Male,sergios_data_Saudi_Fema,sergios_data_Total_Saud,sergios_data_Non_Saudi,sergios_data_Non_Saud_1,sergios_data_Total_Non_,sergios_data_Total_Pop,sergios_data_Area,sergios_data_Perc,sergios_data_TAZ_12,sergios_data_Saudi_Ma_1,sergios_data_Saudi_Fe_1,sergios_data_Total_Sa_1,sergios_data_Non_Saudi_,sergios_data_Non_Saudi1,sergios_data_Total_Non1,sergios_data_Total_Po_1,sergios_data_Perc_Cont,sergios_data_Perc_Cat
1183,1183,0,0,0,0,0,0,0,,1183,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,1
1184,1184,5,3,8,22,15,37,45,,1184,5,3,8,22,15,37,45,0,0.82,1184,5,3,8,22,15,37,45,0.822222,5
1185,1185,0,0,0,0,0,0,0,,1185,0,0,0,0,0,0,0,0,0,1185,0,0,0,0,0,0,0,0,1
1186,1186,4,2,6,20,13,33,39,,1186,4,2,6,20,13,33,39,0,0.85,1186,4,2,6,20,13,33,39,0.846154,5
1187,1187,0,0,0,0,0,0,0,,1187,0,0,0,0,0,0,0,0,0,1187,0,0,0,0,0,0,0,0,1
1188,1188,1,0,1,2,2,4,5,,1188,1,0,1,2,2,4,5,0,0.8,1188,1,0,1,2,2,4,5,0.8,4
1189,1189,0,0,0,0,0,0,0,,1189,0,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,1
1220,1220,5,4,9,146,59,205,214,,1220,5,4,9,146,59,205,214,0,0.96,1220,5,4,9,146,59,205,214,0.957944,5
1221,1221,4,3,7,116,47,163,170,,1221,4,3,7,116,47,163,170,0,0.96,1221,4,3,7,116,47,163,170,0.958824,5
1222,1222,14,10,24,1272,514,1786,1810,,1222,14,10,24,1272,514,1786,1810,0,0.99,1222,14,10,24,1272,514,1786,1810,0.98674,5
1228,1228,0,0,0,0,0,0,0,,1228,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,1
1229,1229,0,0,0,4,1,5,5,,1229,0,0,0,4,1,5,5,0,1,1229,0,0,0,4,1,5,5,1,5
1223,1223,0,0,0,4,1,5,5,,1223,0,0,0,4,1,5,5,0,1,1223,0,0,0,4,1,5,5,1,5
1224,1224,9,6,15,794,321,1115,1130,,1224,9,6,15,794,321,1115,1130,0,0.99,1224,9,6,15,794,321,1115,1130,0.986726,5
1225,1225,6,4,10,529,213,742,752,,1225,6,4,10,529,213,742,752,0,0.99,1225,6,4,10,529,213,742,752,0.986702,5
275,275,33,22,55,2910,1175,4085,4140,,275,33,22,55,2910,1175,4085,4140,0,0.99,275,33,22,55,2910,1175,4085,4140,0.986715,5
1226,1226,22,15,37,1948,787,2735,2772,,1226,22,15,37,1948,787,2735,2772,0,0.99,1226,22,15,37,1948,787,2735,2772,0.986652,5
1232,1232,22,11,33,393,274,667,700,,1232,22,11,33,393,274,667,700,0,0.95,1232,22,11,33,393,274,667,700,0.952857,5
286,286,28,15,43,524,367,891,934,,286,28,15,43,524,367,891,934,0,0.95,286,28,15,43,524,367,891,934,0.953961,5
1233,1233,29,16,45,548,383,931,976,,1233,29,16,45,548,383,931,976,0,0.95,1233,29,16,45,548,383,931,976,0.953893,5
1234,1234,34,18,52,628,439,1067,1119,,1234,34,18,52,628,439,1067,1119,0,0.95,1234,34,18,52,628,439,1067,1119,0.95353,5
1235,1235,24,13,37,450,315,765,802,,1235,24,13,37,450,315,765,802,0,0.95,1235,24,13,37,450,315,765,802,0.953865,5
1236,1236,0,0,0,0,0,0,0,,1236,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,1
1243,1243,56,42,98,1352,473,1825,1923,,1243,56,42,98,1352,473,1825,1923,0,0.95,1243,56,42,98,1352,473,1825,1923,0.949038,5
277,277,37,27,64,833,292,1125,1189,,277,37,27,64,833,292,1125,1189,0,0.95,277,37,27,64,833,292,1125,1189,0.946173,5
1244,1244,22,17,39,552,193,745,784,,1244,22,17,39,552,193,745,784,0,0.95,1244,22,17,39,552,193,745,784,0.950255,5
1245,1245,31,23,54,676,236,912,966,,1245,31,23,54,676,236,912,966,0,0.94,1245,31,23,54,676,236,912,966,0.944099,5
1255,1255,19,14,33,424,149,573,606,,1255,19,14,33,424,149,573,606,0,0.95,1255,19,14,33,424,149,573,606,0.945545,5
1256,1256,13,9,22,318,111,429,451,,1256,13,9,22,318,111,429,451,0,0.95,1256,13,9,22,318,111,429,451,0.95122,5
1258,1258,21,15,36,490,171,661,697,,1258,21,15,36,490,171,661,697,0,0.95,1258,21,15,36,490,171,661,697,0.94835,5
1260,1260,0,0,0,0,0,0,0,,1260,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,1
1257,1257,0,0,0,0,0,0,0,,1257,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,0,1
1259,1259,0,0,0,0,0,0,0,,1259,0,0,0,0,0,0,0,0,0,1259,0,0,0,0,0,0,0,0,1
1341,1341,244,211,455,1635,651,2286,2741,,1341,244,211,455,1635,651,2286,2741,0,0.83,1341,244,211,455,1635,651,2286,2741,0.834002,5
1342,1342,229,143,372,1577,777,2354,2726,,1342,229,143,372,1577,777,2354,2726,0,0.86,1342,229,143,372,1577,777,2354,2726,0.863536,5
1343,1343,101,87,188,684,272,956,1144,,1343,101,87,188,684,272,956,1144,0,0.84,1343,101,87,188,684,272,956,1144,0.835664,5
1344,1344,86,147,233,1510,1104,2614,2847,,1344,86,147,233,1510,1104,2614,2847,0,0.92,1344,86,147,233,1510,1104,2614,2847,0.918159,5
1345,1345,135,116,251,878,350,1228,1479,,1345,135,116,251,878,350,1228,1479,0,0.83,1345,135,116,251,878,350,1228,1479,0.830291,5
1338,1338,0,0,0,0,0,0,0,,1338,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,0,0,0,0,1
1346,1346,46,42,88,42,27,69,157,,1346,46,42,88,42,27,69,157,0,0.44,1346,46,42,88,42,27,69,157,0.43949,3
1336,1336,9,11,20,359,118,477,497,,1336,9,11,20,359,118,477,497,0,0.96,1336,9,11,20,359,118,477,497,0.959759,5
1347,1347,44,28,72,303,149,452,524,,1347,44,28,72,303,149,452,524,0,0.86,1347,44,28,72,303,149,452,524,0.862595,5
1348,1348,120,75,195,829,409,1238,1433,,1348,120,75,195,829,409,1238,1433,0,0.86,1348,120,75,195,829,409,1238,1433,0.863922,5
1349,1349,118,73,191,809,398,1207,1398,,1349,118,73,191,809,398,1207,1398,0,0.86,1349,118,73,191,809,398,1207,1398,0.863376,5
278,278,0,0,0,0,0,0,0,,278,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,1
1261,1261,235,218,453,2864,467,3331,3784,,1261,235,218,453,2864,467,3331,3784,0,0.88,1261,235,218,453,2864,467,3331,3784,0.880285,5
294,294,292,271,563,3456,563,4019,4582,,294,292,271,563,3456,563,4019,4582,0,0.88,294,292,271,563,3456,563,4019,4582,0.877128,5
1237,1237,100,53,153,1848,1292,3140,3293,,1237,100,53,153,1848,1292,3140,3293,0,0.95,1237,100,53,153,1848,1292,3140,3293,0.953538,5
1263,1263,235,218,453,2839,463,3302,3755,,1263,235,218,453,2839,463,3302,3755,0,0.88,1263,235,218,453,2839,463,3302,3755,0.879361,5
301,301,289,228,517,1326,475,1801,2318,,301,289,228,517,1326,475,1801,2318,0,0.78,301,289,228,517,1326,475,1801,2318,0.776963,4
304,304,516,399,915,1604,386,1990,2905,,304,516,399,915,1604,386,1990,2905,0,0.69,304,516,399,915,1604,386,1990,2905,0.685026,4
1238,1238,318,171,489,3939,926,4865,5354,,1238,318,171,489,3939,926,4865,5354,0,0.91,1238,318,171,489,3939,926,4865,5354,0.908666,5
317,317,433,426,859,1928,804,2732,3591,,317,433,426,859,1928,804,2732,3591,0,0.76,317,433,426,859,1928,804,2732,3591,0.760791,4
335,335,470,403,873,2326,974,3300,4173,,335,470,403,873,2326,974,3300,4173,0,0.79,335,470,403,873,2326,974,3300,4173,0.790798,4
339,339,1604,1516,3120,2286,1632,3918,7038,,339,1604,1516,3120,2286,1632,3918,7038,0,0.56,339,1604,1516,3120,2286,1632,3918,7038,0.556692,3
1362,1362,36,32,68,135,57,192,260,,1362,36,32,68,135,57,192,260,0,0.74,1362,36,32,68,135,57,192,260,0.738462,4
1354,1354,324,319,643,1444,602,2046,2689,,1354,324,319,643,1444,602,2046,2689,0,0.76,1354,324,319,643,1444,602,2046,2689,0.760878,4
1355,1355,374,369,743,1673,697,2370,3113,,1355,374,369,743,1673,697,2370,3113,0,0.76,1355,374,369,743,1673,697,2370,3113,0.761323,4
1351,1351,762,752,1514,3443,1435,4878,6392,,1351,762,752,1514,3443,1435,4878,6392,0,0.76,1351,762,752,1514,3443,1435,4878,6392,0.763141,4
1352,1352,706,697,1403,3134,1307,4441,5844,,1352,706,697,1403,3134,1307,4441,5844,0,0.76,1352,706,697,1403,3134,1307,4441,5844,0.759925,4
1309,1309,6,5,11,7,10,17,28,,1309,6,5,11,7,10,17,28,0,0.61,1309,6,5,11,7,10,17,28,0.607143,3
343,343,2637,2577,5214,1243,1713,2956,8170,,343,2637,2577,5214,1243,1713,2956,8170,0,0.36,343,2637,2577,5214,1243,1713,2956,8170,0.361812,2
1310,1310,183,179,362,124,171,295,657,,1310,183,179,362,124,171,295,657,0,0.45,1310,183,179,362,124,171,295,657,0.449011,3
1464,1464,3309,3233,6542,1598,2203,3801,10343,,1464,3309,3233,6542,1598,2203,3801,10343,0,0.37,1464,3309,3233,6542,1598,2203,3801,10343,0.367495,2
1311,1311,497,485,982,433,597,1030,2012,,1311,497,485,982,433,597,1030,2012,0,0.51,1311,497,485,982,433,597,1030,2012,0.511928,3
1461,1461,4083,3989,8072,2299,3170,5469,13541,,1461,4083,3989,8072,2299,3170,5469,13541,0,0.4,1461,4083,3989,8072,2299,3170,5469,13541,0.403884,2
1436,1436,17,0,17,548,0,548,565,,1436,17,0,17,548,0,548,565,0,0.97,1436,17,0,17,548,0,548,565,0.969912,5
1437,1437,2,0,2,62,0,62,64,,1437,2,0,2,62,0,62,64,0,0.97,1437,2,0,2,62,0,62,64,0.96875,5
390,390,112,0,112,1231,0,1231,1343,,390,112,0,112,1231,0,1231,1343,0,0.92,390,112,0,112,1231,0,1231,1343,0.916605,5
1316,1316,170,144,314,329,162,491,805,,1316,170,144,314,329,162,491,805,0,0.61,1316,170,144,314,329,162,491,805,0.609938,3
1317,1317,462,393,855,564,277,841,1696,,1317,462,393,855,564,277,841,1696,0,0.5,1317,462,393,855,564,277,841,1696,0.495873,3
1318,1318,209,177,386,406,199,605,991,,1318,209,177,386,406,199,605,991,0,0.61,1318,209,177,386,406,199,605,991,0.610494,4
1319,1319,762,648,1410,436,214,650,2060,,1319,762,648,1410,436,214,650,2060,0,0.32,1319,762,648,1410,436,214,650,2060,0.315534,2
1320,1320,937,798,1735,1216,596,1812,3547,,1320,937,798,1735,1216,596,1812,3547,0,0.51,1320,937,798,1735,1216,596,1812,3547,0.510854,3
392,392,2369,2016,4385,1344,659,2003,6388,,392,2369,2016,4385,1344,659,2003,6388,0,0.31,392,2369,2016,4385,1344,659,2003,6388,0.313557,2
1331,1331,746,635,1381,300,147,447,1828,,1331,746,635,1381,300,147,447,1828,0,0.24,1331,746,635,1381,300,147,447,1828,0.24453,2
1332,1332,4,3,7,1,0,1,8,,1332,4,3,7,1,0,1,8,0,0.13,1332,4,3,7,1,0,1,8,0.125,1
1333,1333,294,250,544,144,71,215,759,,1333,294,250,544,144,71,215,759,0,0.28,1333,294,250,544,144,71,215,759,0.283267,2
1334,1334,807,687,1494,374,184,558,2052,,1334,807,687,1494,374,184,558,2052,0,0.27,1334,807,687,1494,374,184,558,2052,0.27193,2
1488,1488,387,346,733,17,14,31,764,,1488,387,346,733,17,14,31,764,0,0.04,1488,387,346,733,17,14,31,764,0.040576,1
1330,1330,1286,1152,2438,147,114,261,2699,,1330,1286,1152,2438,147,114,261,2699,0,0.1,1330,1286,1152,2438,147,114,261,2699,0.096702,1
507,507,2123,1903,4026,363,282,645,4671,,507,2123,1903,4026,363,282,645,4671,0,0.14,507,2123,1903,4026,363,282,645,4671,0.138086,1
1324,1324,2152,1831,3983,1385,680,2065,6048,,1324,2152,1831,3983,1385,680,2065,6048,0,0.34,1324,2152,1831,3983,1385,680,2065,6048,0.341435,2
1325,1325,2463,2096,4559,1258,618,1876,6435,,1325,2463,2096,4559,1258,618,1876,6435,0,0.29,1325,2463,2096,4559,1258,618,1876,6435,0.291531,2
1490,1490,1408,1098,2506,70,35,105,2611,,1490,1408,1098,2506,70,35,105,2611,0,0.04,1490,1408,1098,2506,70,35,105,2611,0.040214,1
1439,1439,353,275,628,53,26,79,707,,1439,353,275,628,53,26,79,707,0,0.11,1439,353,275,628,53,26,79,707,0.11174,1
1415,1415,1458,1137,2595,297,148,445,3040,,1415,1458,1137,2595,297,148,445,3040,0,0.15,1415,1458,1137,2595,297,148,445,3040,0.146382,1
1416,1416,1028,801,1829,123,61,184,2013,,1416,1028,801,1829,123,61,184,2013,0,0.09,1416,1028,801,1829,123,61,184,2013,0.091406,1
487,487,1659,1294,2953,120,60,180,3133,,487,1659,1294,2953,120,60,180,3133,0,0.06,487,1659,1294,2953,120,60,180,3133,0.057453,1
1440,1440,524,408,932,97,49,146,1078,,1440,524,408,932,97,49,146,1078,0,0.14,1440,524,408,932,97,49,146,1078,0.135436,1
1444,1444,23,22,45,1,1,2,47,,1444,23,22,45,1,1,2,47,0,0.04,1444,23,22,45,1,1,2,47,0.042553,1
1445,1445,3,2,5,1,2,3,8,,1445,3,2,5,1,2,3,8,0,0.38,1445,3,2,5,1,2,3,8,0.375,2
1448,1448,35,36,71,44,27,71,142,,1448,35,36,71,44,27,71,142,0,0.5,1448,35,36,71,44,27,71,142,0.5,3
1449,1449,1143,1175,2318,349,213,562,2880,,1449,1143,1175,2318,349,213,562,2880,0,0.2,1449,1143,1175,2318,349,213,562,2880,0.195139,1
1450,1450,677,696,1373,294,180,474,1847,,1450,677,696,1373,294,180,474,1847,0,0.26,1450,677,696,1373,294,180,474,1847,0.256632,2
1446,1446,118,112,230,19,28,47,277,,1446,118,112,230,19,28,47,277,0,0.17,1446,118,112,230,19,28,47,277,0.169675,1
167,167,894,697,1591,152,76,228,1819,,167,894,697,1591,152,76,228,1819,0,0.13,167,894,697,1591,152,76,228,1819,0.125344,1
1480,1480,1106,924,2030,372,659,1031,3061,,1480,1106,924,2030,372,659,1031,3061,0,0.34,1480,1106,924,2030,372,659,1031,3061,0.336818,2
382,382,1858,1910,3768,288,176,464,4232,,382,1858,1910,3768,288,176,464,4232,0,0.11,382,1858,1910,3768,288,176,464,4232,0.109641,1
1424,1424,2533,1986,4519,730,688,1418,5937,,1424,2533,1986,4519,730,688,1418,5937,0,0.24,1424,2533,1986,4519,730,688,1418,5937,0.238841,2
1425,1425,1217,954,2171,214,202,416,2587,,1425,1217,954,2171,214,202,416,2587,0,0.16,1425,1217,954,2171,214,202,416,2587,0.160804,1
1426,1426,1350,1059,2409,422,399,821,3230,,1426,1350,1059,2409,422,399,821,3230,0,0.25,1426,1350,1059,2409,422,399,821,3230,0.25418,2
1427,1427,834,654,1488,156,147,303,1791,,1427,834,654,1488,156,147,303,1791,0,0.17,1427,834,654,1488,156,147,303,1791,0.169179,1
383,383,2255,1768,4023,251,236,487,4510,,383,2255,1768,4023,251,236,487,4510,0,0.11,383,2255,1768,4023,251,236,487,4510,0.107982,1
1428,1428,1928,1512,3440,223,210,433,3873,,1428,1928,1512,3440,223,210,433,3873,0,0.11,1428,1928,1512,3440,223,210,433,3873,0.1118,1
1420,1420,363,303,666,201,356,557,1223,,1420,363,303,666,201,356,557,1223,0,0.46,1420,363,303,666,201,356,557,1223,0.455437,3
1447,1447,238,224,462,6,10,16,478,,1447,238,224,462,6,10,16,478,0,0.03,1447,238,224,462,6,10,16,478,0.033473,1
1422,1422,495,508,1003,134,82,216,1219,,1422,495,508,1003,134,82,216,1219,0,0.18,1422,495,508,1003,134,82,216,1219,0.177194,1
384,384,4759,3732,8491,1239,1168,2407,10898,,384,4759,3732,8491,1239,1168,2407,10898,0,0.22,384,4759,3732,8491,1239,1168,2407,10898,0.220866,2
1429,1429,2468,1936,4404,331,313,644,5048,,1429,2468,1936,4404,331,313,644,5048,0,0.13,1429,2468,1936,4404,331,313,644,5048,0.127575,1
385,385,313,300,613,179,202,381,994,,385,313,300,613,179,202,381,994,0,0.38,385,313,300,613,179,202,381,994,0.3833,2
1432,1432,101,80,181,26,25,51,232,,1432,101,80,181,26,25,51,232,0,0.22,1432,101,80,181,26,25,51,232,0.219828,2
1433,1433,966,758,1724,359,338,697,2421,,1433,966,758,1724,359,338,697,2421,0,0.29,1433,966,758,1724,359,338,697,2421,0.287898,2
1434,1434,1697,1331,3028,404,382,786,3814,,1434,1697,1331,3028,404,382,786,3814,0,0.21,1434,1697,1331,3028,404,382,786,3814,0.206083,1
1486,1486,3123,2449,5572,276,261,537,6109,,1486,3123,2449,5572,276,261,537,6109,0,0.09,1486,3123,2449,5572,276,261,537,6109,0.087903,1
1417,1417,69,53,122,3,2,5,127,,1417,69,53,122,3,2,5,127,0,0.04,1417,69,53,122,3,2,5,127,0.03937,1
1451,1451,957,747,1704,144,72,216,1920,,1451,957,747,1704,144,72,216,1920,0,0.11,1451,957,747,1704,144,72,216,1920,0.1125,1
1418,1418,1075,838,1913,145,73,218,2131,,1418,1075,838,1913,145,73,218,2131,0,0.1,1418,1075,838,1913,145,73,218,2131,0.102299,1
1442,1442,0,0,0,0,0,0,0,,1442,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,1
1491,1491,0,0,0,0,0,0,0,,1491,0,0,0,0,0,0,0,0,0,1491,0,0,0,0,0,0,0,0,1
1413,1413,0,0,0,0,0,0,0,,1413,0,0,0,0,0,0,0,0,0,1413,0,0,0,0,0,0,0,0,1
170,170,10643,8442,19085,0,440,440,19525,,170,10643,8442,19085,0,440,440,19525,0,0.02,170,10643,8442,19085,0,440,440,19525,0.022535,1
615,615,262,235,497,340,214,554,1051,,615,262,235,497,340,214,554,1051,0,0.53,615,262,235,497,340,214,554,1051,0.527117,3
616,616,0,0,0,0,0,0,0,,616,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,1
617,617,0,0,0,0,0,0,0,,617,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,1
618,618,45,41,86,53,33,86,172,,618,45,41,86,53,33,86,172,0,0.5,618,45,41,86,53,33,86,172,0.5,3
896,896,1433,1403,2836,509,959,1468,4304,,896,1433,1403,2836,509,959,1468,4304,0,0.34,896,1433,1403,2836,509,959,1468,4304,0.341078,2
907,907,4178,3968,8146,1351,1190,2541,10687,,907,4178,3968,8146,1351,1190,2541,10687,0,0.24,907,4178,3968,8146,1351,1190,2541,10687,0.237766,2
906,906,5715,5428,11143,2054,1808,3862,15005,,906,5715,5428,11143,2054,1808,3862,15005,0,0.26,906,5715,5428,11143,2054,1808,3862,15005,0.257381,2
921,921,2033,1935,3968,568,550,1118,5086,,921,2033,1935,3968,568,550,1118,5086,0,0.22,921,2033,1935,3968,568,550,1118,5086,0.219819,2
922,922,1668,1587,3255,814,788,1602,4857,,922,1668,1587,3255,814,788,1602,4857,0,0.33,922,1668,1587,3255,814,788,1602,4857,0.329833,2
1000,1000,2133,1957,4090,890,578,1468,5558,,1000,2133,1957,4090,890,578,1468,5558,0,0.26,1000,2133,1957,4090,890,578,1468,5558,0.264124,2
1001,1001,576,529,1105,193,125,318,1423,,1001,576,529,1105,193,125,318,1423,0,0.22,1001,576,529,1105,193,125,318,1423,0.223472,2
360,360,1410,1294,2704,436,283,719,3423,,360,1410,1294,2704,436,283,719,3423,0,0.21,360,1410,1294,2704,436,283,719,3423,0.21005,2
916,916,2342,2085,4427,879,826,1705,6132,,916,2342,2085,4427,879,826,1705,6132,0,0.28,916,2342,2085,4427,879,826,1705,6132,0.27805,2
352,352,1420,1265,2685,662,621,1283,3968,,352,1420,1265,2685,662,621,1283,3968,0,0.32,352,1420,1265,2685,662,621,1283,3968,0.323337,2
461,461,0,0,0,0,0,0,0,,461,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,1
460,460,0,0,0,43,0,43,43,,460,0,0,0,43,0,43,43,0,1,460,0,0,0,43,0,43,43,1,5
992,992,2049,1880,3929,774,503,1277,5206,,992,2049,1880,3929,774,503,1277,5206,0,0.25,992,2049,1880,3929,774,503,1277,5206,0.245294,2
993,993,590,541,1131,227,148,375,1506,,993,590,541,1131,227,148,375,1506,0,0.25,993,590,541,1131,227,148,375,1506,0.249004,2
994,994,1679,1540,3219,541,352,893,4112,,994,1679,1540,3219,541,352,893,4112,0,0.22,994,1679,1540,3219,541,352,893,4112,0.217169,2
580,580,0,0,0,0,0,0,0,,580,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,1
494,494,0,0,0,0,0,0,0,,494,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,1
1443,1443,0,0,0,0,0,0,0,,1443,0,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0,0,1
1414,1414,0,0,0,0,0,0,0,,1414,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,1
1457,1457,0,0,0,0,0,0,0,,1457,0,0,0,0,0,0,0,0,0,1457,0,0,0,0,0,0,0,0,1
379,379,19,0,19,1607,30,1637,1656,,379,19,0,19,1607,30,1637,1656,0,0.99,379,19,0,19,1607,30,1637,1656,0.988527,5
662,662,0,0,0,0,0,0,0,,662,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,1
1366,1366,0,0,0,8,0,8,8,,1366,0,0,0,8,0,8,8,0,1,1366,0,0,0,8,0,8,8,1,5
1367,1367,36,32,68,55,0,55,123,,1367,36,32,68,55,0,55,123,0,0.45,1367,36,32,68,55,0,55,123,0.447154,3
1452,1452,141,155,296,77,52,129,425,,1452,141,155,296,77,52,129,425,0,0.3,1452,141,155,296,77,52,129,425,0.303529,2
1455,1455,3627,3284,6911,41,368,409,7320,,1455,3627,3284,6911,41,368,409,7320,0,0.06,1455,3627,3284,6911,41,368,409,7320,0.055874,1
1454,1454,129,117,246,2,17,19,265,,1454,129,117,246,2,17,19,265,0,0.07,1454,129,117,246,2,17,19,265,0.071698,1
1327,1327,7472,6698,14170,1353,1052,2405,16575,,1327,7472,6698,14170,1353,1052,2405,16575,0,0.15,1327,7472,6698,14170,1353,1052,2405,16575,0.145098,1
396,396,1716,1538,3254,331,257,588,3842,,396,1716,1538,3254,331,257,588,3842,0,0.15,396,1716,1538,3254,331,257,588,3842,0.153045,1
1328,1328,0,0,0,0,0,0,0,,1328,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,0,0,0,0,1
1326,1326,5030,4281,9311,1436,705,2141,11452,,1326,5030,4281,9311,1436,705,2141,11452,0,0.19,1326,5030,4281,9311,1436,705,2141,11452,0.186954,1
1323,1323,143,122,265,191,94,285,550,,1323,143,122,265,191,94,285,550,0,0.52,1323,143,122,265,191,94,285,550,0.518182,3
1306,1306,60,52,112,295,124,419,531,,1306,60,52,112,295,124,419,531,0,0.79,1306,60,52,112,295,124,419,531,0.789077,4
1298,1298,2,1,3,6,3,9,12,,1298,2,1,3,6,3,9,12,0,0.75,1298,2,1,3,6,3,9,12,0.75,4
1299,1299,374,368,742,1670,696,2366,3108,,1299,374,368,742,1670,696,2366,3108,0,0.76,1299,374,368,742,1670,696,2366,3108,0.761261,4
1300,1300,1392,1372,2764,6310,2631,8941,11705,,1300,1392,1372,2764,6310,2631,8941,11705,0,0.76,1300,1392,1372,2764,6310,2631,8941,11705,0.763862,4
1301,1301,1259,1241,2500,5611,2339,7950,10450,,1301,1259,1241,2500,5611,2339,7950,10450,0,0.76,1301,1259,1241,2500,5611,2339,7950,10450,0.760766,4
1295,1295,303,298,601,1386,578,1964,2565,,1295,303,298,601,1386,578,1964,2565,0,0.77,1295,303,298,601,1386,578,1964,2565,0.765692,4
1483,1483,0,0,0,0,0,0,0,,1483,0,0,0,0,0,0,0,0,0,1483,0,0,0,0,0,0,0,0,1
1360,1360,0,0,0,0,0,0,0,,1360,0,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,1
1361,1361,1122,1061,2183,1603,1144,2747,4930,,1361,1122,1061,2183,1603,1144,2747,4930,0,0.56,1361,1122,1061,2183,1603,1144,2747,4930,0.557201,3
337,337,1211,1146,2357,757,540,1297,3654,,337,1211,1146,2357,757,540,1297,3654,0,0.35,337,1211,1146,2357,757,540,1297,3654,0.354953,2
1363,1363,111,105,216,182,130,312,528,,1363,111,105,216,182,130,312,528,0,0.59,1363,111,105,216,182,130,312,528,0.590909,3
1485,1485,103,87,190,503,211,714,904,,1485,103,87,190,503,211,714,904,0,0.79,1485,103,87,190,503,211,714,904,0.789823,4
1365,1365,149,127,276,720,301,1021,1297,,1365,149,127,276,720,301,1021,1297,0,0.79,1365,149,127,276,720,301,1021,1297,0.787201,4
1364,1364,1519,1301,2820,7423,3107,10530,13350,,1364,1519,1301,2820,7423,3107,10530,13350,0,0.79,1364,1519,1301,2820,7423,3107,10530,13350,0.788764,4
1357,1357,1514,1432,2946,2275,1623,3898,6844,,1357,1514,1432,2946,2275,1623,3898,6844,0,0.57,1357,1514,1432,2946,2275,1623,3898,6844,0.56955,3
1358,1358,936,886,1822,1201,857,2058,3880,,1358,936,886,1822,1201,857,2058,3880,0,0.53,1358,936,886,1822,1201,857,2058,3880,0.530412,3
334,334,748,708,1456,944,674,1618,3074,,334,748,708,1456,944,674,1618,3074,0,0.53,334,748,708,1456,944,674,1618,3074,0.52635,3
342,342,2003,1958,3961,683,943,1626,5587,,342,2003,1958,3961,683,943,1626,5587,0,0.29,342,2003,1958,3961,683,943,1626,5587,0.291033,2
1462,1462,2335,2281,4616,863,1190,2053,6669,,1462,2335,2281,4616,863,1190,2053,6669,0,0.31,1462,2335,2281,4616,863,1190,2053,6669,0.307842,2
1463,1463,2021,1974,3995,786,1085,1871,5866,,1463,2021,1974,3995,786,1085,1871,5866,0,0.32,1463,2021,1974,3995,786,1085,1871,5866,0.318957,2
1303,1303,807,764,1571,911,650,1561,3132,,1303,807,764,1571,911,650,1561,3132,0,0.5,1303,807,764,1571,911,650,1561,3132,0.498404,3
1304,1304,656,621,1277,602,429,1031,2308,,1304,656,621,1277,602,429,1031,2308,0,0.45,1304,656,621,1277,602,429,1031,2308,0.446707,3
333,333,773,730,1503,744,531,1275,2778,,333,773,730,1503,744,531,1275,2778,0,0.46,333,773,730,1503,744,531,1275,2778,0.458963,3
1284,1284,380,375,755,1577,658,2235,2990,,1284,380,375,755,1577,658,2235,2990,0,0.75,1284,380,375,755,1577,658,2235,2990,0.747492,4
1285,1285,300,296,596,1102,460,1562,2158,,1285,300,296,596,1102,460,1562,2158,0,0.72,1285,300,296,596,1102,460,1562,2158,0.723818,4
1286,1286,295,290,585,1210,505,1715,2300,,1286,295,290,585,1210,505,1715,2300,0,0.75,1286,295,290,585,1210,505,1715,2300,0.745652,4
313,313,314,310,624,1095,457,1552,2176,,313,314,310,624,1095,457,1552,2176,0,0.71,313,314,310,624,1095,457,1552,2176,0.713235,4
1287,1287,498,491,989,2228,929,3157,4146,,1287,498,491,989,2228,929,3157,4146,0,0.76,1287,498,491,989,2228,929,3157,4146,0.761457,4
1288,1288,245,241,486,689,287,976,1462,,1288,245,241,486,689,287,976,1462,0,0.67,1288,245,241,486,689,287,976,1462,0.667579,4
